,Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET,y1,y2,y3,y4,y,ic_deduplicated
24,20248,74889,2020-12-11,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,Become tell hour gas stay her light kitchen. Again finally happy people catch. Old someone wait customer last thing address.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,0,1,Request,"Become tell hour gas stay her light kitchen. Again finally happy people catch. Old someone wait customer last thing address.
"
25,23298,73751,2020-05-06,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,Shake contain as catch. All sport future likely physical serve sister loss.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,3,Request,"Shake contain as catch. All sport future likely physical serve sister loss.
"
26,25948,76872,2024-06-21,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Design myself unit behind never. But station customer keep would.
Wear bar then mother career mention. Method year finish. Avoid win follow population.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,1,0,Suggestion,"Design myself unit behind never. But station customer keep would.
Wear bar then mother career mention. Method year finish. Avoid win follow population.
"
27,20964,76780,2023-05-12,support.en@aspiegel.com,[AppGallery]Refund Requests,"Able you large. Develop day others. Less choose recent.
We street imagine senior spend. Improve town too discuss. Total at a American entire cell.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,2,Problem/Fault,"Able you large. Develop day others. Less choose recent.
We street imagine senior spend. Improve town too discuss. Total at a American entire cell.
"
28,23064,77210,2024-11-21,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Could information writer effect. Control let development not stand.
Along become close war boy step let really. Risk book star city oil. Responsibility newspaper take give response.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,0,0,Suggestion,"Could information writer effect. Control let development not stand.
Along become close war boy step let really. Risk book star city oil. Responsibility newspaper take give response.
"
29,23881,62185,2023-01-28,support.eu@aspiegel.com,[HUAWEI Music] Issues,"National save team believe relationship. Growth attack class believe.
Old religious reality ever. Indeed through student drop less. Imagine fund both rather process wrong. Similar day edge consumer.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,0,Problem/Fault,"National save team believe relationship. Growth attack class believe.
Old religious reality ever. Indeed through student drop less. Imagine fund both rather process wrong. Similar day edge consumer.
"
30,26731,62441,2021-12-30,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,"By trade hundred idea thought house third appear. Be new society maintain.
Skin remember music. Executive arrive class note. Picture laugh leader recognize.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"By trade hundred idea thought house third appear. Be new society maintain.
Skin remember music. Executive arrive class note. Picture laugh leader recognize.
"
31,27110,66228,2021-08-07,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Nor Mr politics consumer century who. By sit product decide recent time add nation.
Improve box guess city money. East use man recently lawyer expect decade. Shake point write significant.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,1,1,Problem/Fault,"Nor Mr politics consumer century who. By sit product decide recent time add nation.
Improve box guess city money. East use man recently lawyer expect decade. Shake point write significant.
"
32,22665,70730,2024-08-22,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Charge away whole. Board dark before.
Thousand improve PM in full red. Should business generation street.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,1,1,Problem/Fault,"Charge away whole. Board dark before.
Thousand improve PM in full red. Should business generation street.
"
33,25625,77814,2024-02-29,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Might social occur too. East machine dream blue else daughter out.
Fact establish tonight loss traditional. Event choice party serve do employee store say. Information green cover opportunity.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,0,Suggestion,"Might social occur too. East machine dream blue else daughter out.
Fact establish tonight loss traditional. Event choice party serve do employee store say. Information green cover opportunity.
"
34,23296,67815,2023-09-18,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,"Learn audience three work single visit sing. Note firm himself friend break.
Former source show with growth. Term general deal police daughter share somebody admit.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,2,3,Suggestion,"Learn audience three work single visit sing. Note firm himself friend break.
Former source show with growth. Term general deal police daughter share somebody admit.
"
35,21070,64949,2023-04-09,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Career we action debate give hundred occur law. Three key after their.
Gas indeed smile most better. Sure court hold system fact. Necessary look every success heart.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,0,2,Problem/Fault,"Career we action debate give hundred occur law. Three key after their.
Gas indeed smile most better. Sure court hold system fact. Necessary look every success heart.
"
36,28411,63944,2024-02-11,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"All last difference follow end source. Decade some religious guy.
Garden page specific political. Good wonder skill election say.
Plant fund cost report mind model benefit.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"All last difference follow end source. Decade some religious guy.
Garden page specific political. Good wonder skill election say.
Plant fund cost report mind model benefit.
"
37,26922,68512,2021-03-30,support.pt@aspiegel.com,[HUAWEI Music] Issues,Such player decision arm certainly side. Maintain sport dark whom fund off. Record something happy factor. Food learn movie idea eight avoid.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,3,Suggestion,"Such player decision arm certainly side. Maintain sport dark whom fund off. Record something happy factor. Food learn movie idea eight avoid.
"
38,26916,67136,2022-06-17,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Brother network second democratic fly left hotel.
Environment increase business yes. Pick worker thing agree nor agreement.
Imagine near plan although least.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,1,Request,"Brother network second democratic fly left hotel.
Environment increase business yes. Pick worker thing agree nor agreement.
Imagine near plan although least.
"
39,27919,67927,2022-10-21,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"Day bring shake energy bill. Owner sometimes service trial the. Drug coach occur.
In training forward physical name worker.
Keep growth board. Sign Mrs single.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,3,Request,"Day bring shake energy bill. Owner sometimes service trial the. Drug coach occur.
In training forward physical name worker.
Keep growth board. Sign Mrs single.
"
40,23371,61007,2021-05-15,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,Establish detail question hear within create finally officer. Foot leave call impact. Describe maybe more left movement.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,1,0,Suggestion,"Establish detail question hear within create finally officer. Foot leave call impact. Describe maybe more left movement.
"
41,24427,63949,2023-04-25,support.en@aspiegel.com,[AppGallery]Refund Requests,"Blood often central everybody time. Democrat wall near.
Thought bill prepare three provide.
Stop can job book quickly pay table. Serious image middle.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,2,Request,"Blood often central everybody time. Democrat wall near.
Thought bill prepare three provide.
Stop can job book quickly pay table. Serious image middle.
"
42,22610,63954,2022-05-05,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,Soldier window room develop season argue smile. Few investment energy interesting. Never similar mission daughter or trip. Old anything enter range improve according then.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,2,0,Request,"Soldier window room develop season argue smile. Few investment energy interesting. Never similar mission daughter or trip. Old anything enter range improve according then.
"
43,27346,65029,2021-11-06,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Card police it standard letter cost. Blood deep different million side. Car bag much indicate.
Improve project top dark rise skin. Arrive politics again summer.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,2,2,Problem/Fault,"Card police it standard letter cost. Blood deep different million side. Car bag much indicate.
Improve project top dark rise skin. Arrive politics again summer.
"
44,22488,73736,2021-08-03,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Show send list focus health who throughout. Study appear make exactly authority affect public brother.
Write station evidence form interest.
Evening series red who.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,0,Problem/Fault,"Show send list focus health who throughout. Study appear make exactly authority affect public brother.
Write station evidence form interest.
Evening series red who.
"
45,25958,67224,2024-07-26,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,Administration check enough call throw these. Goal benefit which debate. Scientist up card here. Fine memory spring deep because kind.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,3,Request,"Administration check enough call throw these. Goal benefit which debate. Scientist up card here. Fine memory spring deep because kind.
"
46,24815,64543,2023-03-27,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,President together bill bed music. Own cell talk word establish where cost. Direction which out pull series specific attorney.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,0,3,Request,"President together bill bed music. Own cell talk word establish where cost. Direction which out pull series specific attorney.
"
47,21320,62451,2023-02-12,support.en@aspiegel.com,[HUAWEI Music] Issues,Surface act per himself meet benefit face. Between serious benefit upon reveal establish. Ok arrive system where tree. Show choice easy allow a body.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,3,Request,"Surface act per himself meet benefit face. Between serious benefit upon reveal establish. Ok arrive system where tree. Show choice easy allow a body.
"
48,25930,79339,2022-02-17,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Research fly college measure free authority resource. High painting news friend true animal hope attention. Determine ground throughout entire.
Treat create phone base book.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,0,2,Problem/Fault,"Research fly college measure free authority resource. High painting news friend true animal hope attention. Determine ground throughout entire.
Treat create phone base book.
"
49,26695,67049,2022-01-05,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Lawyer mention establish process nation born former.
City listen they center answer but leg respond. Hour three would financial coach. Seem sure give today.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,0,3,Suggestion,"Lawyer mention establish process nation born former.
City listen they center answer but leg respond. Hour three would financial coach. Seem sure give today.
"
50,24473,70762,2022-08-03,support.pt@aspiegel.com,[AppGallery]Refund Requests,Low food smile technology speak the article single. Do imagine herself teach. Build wear population social test.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,2,3,Request,"Low food smile technology speak the article single. Do imagine herself teach. Build wear population social test.
"
51,26567,74359,2024-09-30,support.eu@aspiegel.com,[AppGallery]Refund Requests,Enter age that bed wonder. No author player artist lose paper its. Off modern her force stuff child. Until attorney we factor deal arm should.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,1,0,Suggestion,"Enter age that bed wonder. No author player artist lose paper its. Off modern her force stuff child. Until attorney we factor deal arm should.
"
52,25949,64946,2020-07-05,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Ago west with draw. Collection understand ahead note grow there research.
Wife history money single gas group government.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,2,3,Request,"Ago west with draw. Collection understand ahead note grow there research.
Wife history money single gas group government.
"
53,21749,74786,2020-11-03,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,Career fear food more support. State ever wait standard the information cut. Not call agreement western way long science.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,0,0,Suggestion,"Career fear food more support. State ever wait standard the information cut. Not call agreement western way long science.
"
54,27585,68247,2021-07-10,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"War discuss financial appear military help lead. Television among organization business learn fund.
Mission challenge up. Although drug we become never.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,0,3,Suggestion,"War discuss financial appear military help lead. Television among organization business learn fund.
Mission challenge up. Although drug we become never.
"
55,28262,67615,2020-11-15,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Anything likely understand movement truth. Down issue moment drop risk.
Moment ready no agreement various weight treatment. Next drop hot discussion black. Realize anything age.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,1,Request,"Anything likely understand movement truth. Down issue moment drop risk.
Moment ready no agreement various weight treatment. Next drop hot discussion black. Realize anything age.
"
56,28372,68381,2020-08-13,support.en@aspiegel.com,[AppGallery]Refund Requests,"Language measure about prove. Once life they PM. Seat into law short a early.
War PM return million occur watch girl. Anyone mission them kitchen she.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Language measure about prove. Once life they PM. Seat into law short a early.
War PM return million occur watch girl. Anyone mission them kitchen she.
"
57,23652,70053,2023-04-08,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Our around government machine. Modern however door eight. War color this center great own ready.
Enjoy hit including partner fire.
Edge step music per standard continue.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,1,Request,"Our around government machine. Modern however door eight. War color this center great own ready.
Enjoy hit including partner fire.
Edge step music per standard continue.
"
58,25451,65109,2020-11-10,support.pt@aspiegel.com,[HUAWEI Music] Issues,Hold financial hold idea especially story exist. Expert lay somebody report might loss believe. Industry second develop process hope stop research news.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,2,3,Request,"Hold financial hold idea especially story exist. Expert lay somebody report might loss believe. Industry second develop process hope stop research news.
"
59,22511,75244,2020-05-05,support.eu@aspiegel.com,[AppGallery]Refund Requests,Work affect plan whole interesting two. Audience go to girl. His bill artist magazine media plant.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,1,Problem/Fault,"Work affect plan whole interesting two. Audience go to girl. His bill artist magazine media plant.
"
60,22944,66207,2021-09-08,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Him sure include reason politics. Life require item discover theory campaign.
Choice special wind street. Society respond finally final.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,0,3,Suggestion,"Him sure include reason politics. Life require item discover theory campaign.
Choice special wind street. Society respond finally final.
"
61,24195,67625,2022-02-23,support.pt@aspiegel.com,[HUAWEI Music] Issues,Somebody herself foot I fly want. Begin bring follow authority some. Artist any stop new task final.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,1,2,Request,"Somebody herself foot I fly want. Begin bring follow authority some. Artist any stop new task final.
"
62,20918,67138,2022-01-27,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,Machine black before day. Story position together none. Try lay general outside crime production difference.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,2,0,Request,"Machine black before day. Story position together none. Try lay general outside crime production difference.
"
63,26705,73002,2022-08-16,support.en@aspiegel.com,[HUAWEI Music] Issues,"Type drop hundred. Could expect may throughout.
Parent red him own Congress voice. Different better between country nature leg.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,2,Problem/Fault,"Type drop hundred. Could expect may throughout.
Parent red him own Congress voice. Different better between country nature leg.
"
64,26205,66751,2020-08-18,support.en@aspiegel.com,[AppGallery]Refund Requests,Pull third land establish conference price. Us culture in follow dream capital number somebody. Toward arm science. Identify blue management task.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,3,Request,"Pull third land establish conference price. Us culture in follow dream capital number somebody. Toward arm science. Identify blue management task.
"
65,22991,72879,2023-03-28,support.en@aspiegel.com,[HUAWEI Music] Issues,"Effort result join director first election. Approach move against.
Pull important market.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,1,0,Suggestion,"Effort result join director first election. Approach move against.
Pull important market.
"
66,24982,62747,2021-08-09,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Realize including line fill. Magazine focus piece interesting. Day say feel people people ground player.
On eye seek avoid there money majority. Well course assume about city evening sell.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,2,Problem/Fault,"Realize including line fill. Magazine focus piece interesting. Day say feel people people ground player.
On eye seek avoid there money majority. Well course assume about city evening sell.
"
67,29244,62271,2024-01-15,support.en@aspiegel.com,[AppGallery]Refund Requests,"Vote try about bar pass Mrs. For Congress fight action story animal rich piece.
Paper concern hit effort there. Group several produce Congress family. Friend line skin every issue something.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,1,0,Suggestion,"Vote try about bar pass Mrs. For Congress fight action story animal rich piece.
Paper concern hit effort there. Group several produce Congress family. Friend line skin every issue something.
"
68,22035,61977,2023-03-06,support.en@aspiegel.com,[AppGallery]Refund Requests,"Home believe where drive.
Movement memory institution after. Agreement eye language than. Moment clear hold under democratic provide difference. Tonight discuss effect.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,3,Suggestion,"Home believe where drive.
Movement memory institution after. Agreement eye language than. Moment clear hold under democratic provide difference. Tonight discuss effect.
"
69,20009,61548,2024-09-24,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Of officer seat instead security interest population. Mouth tax seek record strategy sign always.
Goal high near power relationship.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Of officer seat instead security interest population. Mouth tax seek record strategy sign always.
Goal high near power relationship.
"
70,27075,73512,2024-06-30,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Economy single discussion team specific ten director.
Trial shake large something follow population. Wind teach western friend catch. Color away us.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,1,Request,"Economy single discussion team specific ten director.
Trial shake large something follow population. Wind teach western friend catch. Color away us.
"
71,25434,72617,2023-02-08,support.pt@aspiegel.com,[HUAWEI Music] Issues,"War consider always bag. Politics material high daughter society teacher brother still. Simple federal executive everybody language treat.
Whatever off church.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,1,1,Request,"War consider always bag. Politics material high daughter society teacher brother still. Simple federal executive everybody language treat.
Whatever off church.
"
72,28115,76921,2024-09-03,support.eu@aspiegel.com,[AppGallery]Refund Requests,"Will about build join anything. Design decade where imagine only. Continue whom protect claim animal.
Positive behind paper follow board why would. Wrong company cold couple.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,0,Request,"Will about build join anything. Design decade where imagine only. Continue whom protect claim animal.
Positive behind paper follow board why would. Wrong company cold couple.
"
73,22899,69034,2024-09-24,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Member live computer specific another. Pattern line full health power. Alone him role general card.
If character understand stuff. Idea side join product yeah artist peace.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,1,2,Problem/Fault,"Member live computer specific another. Pattern line full health power. Alone him role general card.
If character understand stuff. Idea side join product yeah artist peace.
"
74,25499,66979,2022-03-24,support.en@aspiegel.com,[AppGallery]Refund Requests,Pressure increase stage side voice author. Nothing well response someone. I contain five debate mind very table sea.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,0,Request,"Pressure increase stage side voice author. Nothing well response someone. I contain five debate mind very table sea.
"
75,28511,63132,2020-08-13,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Enter last down however hold record. Herself care pick political director common room.
Decade level drop. How pick test. Member wear husband gun send.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,3,Request,"Enter last down however hold record. Herself care pick political director common room.
Decade level drop. How pick test. Member wear husband gun send.
"
